name,sample_metadata1,sample_metadata2,raw_reads,genome_fasta
QEUH-95DCF8,ERS5076765,SAMEA7318226,ERR4599931,"ERZ1847943	"
MILK-9757AE,ERS5123514,SAMEA7365056,ERR4644116,"ERZ1878982	"
MILK-970846,ERS5121785,SAMEA7363325,ERR4643074,"ERZ1881265	"
MILK-993E3C,ERS5123827,SAMEA7365369,ERR4644429,"ERZ1855459	"
QEUH-96F877,ERS5089706,SAMEA7331183,ERR4615451,
MILK-97489D,ERS5143185,SAMEA7385033,ERR4668053,"ERZ1929915	"
MILK-9758D8,ERS5123556,SAMEA7365098,ERR4644158,"ERZ1879015	"
QEUH-96BD03,ERS5075016,SAMEA7316475,ERR4598183,"ERZ1843130	"
QEUH-963CFF,ERS5074883,SAMEA7316342,ERR4598050,"ERZ1842980	"
QEUH-969C35,ERS5075607,SAMEA7317067,ERR4598774,"ERZ1842530	"
ALDP-95190C,ERS5119659,SAMEA7361196,ERR4640948,"ERZ1922928	"
CAMC-94881A,ERS5117079,SAMEA7358610,ERR4638369,"ERZ1924229	"
QEUH-999003,ERS5090238,SAMEA7331716,ERR4615984,"ERZ1850500	"
MILK-9758E7,ERS5123555,SAMEA7365097,ERR4644157,"ERZ1880594	"
QEUH-943615,ERS5062937,SAMEA7304381,ERR4585022,"ERZ1844563	"
MILK-977D22,ERS5125718,SAMEA7367264,ERR4646628,"ERZ1852718	"
MILK-977F0E,ERS5125698,SAMEA7367244,ERR4646608,"ERZ1852734	"
QEUH-95F1E8,ERS5074144,SAMEA7315602,ERR4597311,"ERZ1844313	"
MILK-9709DA,ERS5121862,SAMEA7363402,ERR4643151,"ERZ1881941	"
MILK-99A530,ERS5125906,SAMEA7367452,ERR4646816,"ERZ1853050	"
ALDP-6D1A04,ERS5118136,SAMEA7359669,ERR4639426,"ERZ1923638	"
ALDP-9B5924,ERS5209605,SAMEA7451413,ERR4686600,"ERZ1935361	"
MILK-970A6E,ERS5121888,SAMEA7363428,ERR4643177,"ERZ1881287	"
QEUH-99036D,ERS5090086,SAMEA7331563,ERR4615832,
MILK-9931F7,ERS5124150,SAMEA7365693,ERR4645059,"ERZ1856426	"
QEUH-96F6E6,ERS5089686,SAMEA7331163,ERR4615431,
MILK-973306,ERS5143140,SAMEA7384988,ERR4668008,"ERZ1929976	"
CAMC-991706,ERS5124117,SAMEA7365660,ERR4645026,"ERZ1856133	"
CAMC-990B1A,ERS5124722,SAMEA7366266,ERR4645631,"ERZ1855936	"
MILK-970F6F,ERS5121854,SAMEA7363394,ERR4643143,"ERZ1882019	"
QEUH-98FD54,ERS5090082,SAMEA7331559,ERR4615828,
MILK-991F2C,ERS5124217,SAMEA7365760,ERR4645126,"ERZ1856163	"
QEUH-9985C9,ERS5090120,SAMEA7331597,ERR4615866,
MILK-973272,ERS5143113,SAMEA7384961,ERR4667981,"ERZ1929973	"
MILK-9714BA,ERS5121827,SAMEA7363367,ERR4643116,"ERZ1881423	"
MILK-97546B,ERS5123611,SAMEA7365153,ERR4644213,"ERZ1880473	"
QEUH-9641B3,ERS5076905,SAMEA7318366,ERR4600071,"ERZ1848131	"
QEUH-990752,ERS5076393,SAMEA7317854,ERR4599560,"ERZ1842118	"
QEUH-998286,ERS5076530,SAMEA7317990,ERR4599696,"ERZ1849086	"
CAMC-947D3A,ERS5117233,SAMEA7358765,ERR4638523,"ERZ1924032	"
QEUH-96EE3A,ERS5075929,SAMEA7317389,ERR4599096,"ERZ1842001	"
MILK-74CE52,ERS5116528,SAMEA7358059,ERR4637818,"ERZ1924632	"
QEUH-960E74,ERS5062999,SAMEA7304443,ERR4585084,"ERZ1843681	"
MILK-999E09,ERS5125952,SAMEA7367498,ERR4646862,"ERZ1852898	"
QEUH-96F30D,ERS5075871,SAMEA7317331,ERR4599038,"ERZ1842369	"
QEUH-969BFC,ERS5075624,SAMEA7317084,ERR4598791,
MILK-971915,ERS5122040,SAMEA7363580,ERR4643329,"ERZ1881487	"
QEUH-95ED30,ERS5073959,SAMEA7315417,ERR4597126,"ERZ1844258	"
QEUH-96D141,ERS5076254,SAMEA7317715,ERR4599421,"ERZ1842245	"
MILK-817F3E,ERS5116293,SAMEA7357823,ERR4637583,
QEUH-963970,ERS5074813,SAMEA7316272,ERR4597980,"ERZ1842953	"
QEUH-963433,ERS5074616,SAMEA7316075,ERR4597783,"ERZ1843418	"
MILK-632FD5,ERS5118150,SAMEA7359683,ERR4639440,"ERZ1923767	"
ALDP-5BE4E2,ERS5114160,SAMEA7355688,ERR4633172,"ERZ1925966	"
MILK-99CF21,ERS5126028,SAMEA7367574,ERR4646939,"ERZ1851391	"
MILK-9AA148,ERS5124968,SAMEA7366512,ERR4645878,"ERZ1854107	"
ALDP-9B5C2B,ERS5209753,SAMEA7451561,ERR4686748,"ERZ1935388	"
MILK-9AB208,ERS5125220,SAMEA7366765,ERR4646129,"ERZ1855120	"
CAMC-94676A,ERS5116908,SAMEA7358439,ERR4638198,"ERZ1924538	"
QEUH-9B9B0C,ERS5131208,SAMEA7372761,ERR4651125,"ERZ1851134	"
QEUH-999452,ERS5090289,SAMEA7331767,ERR4616035,"ERZ1850557	"
QEUH-98FAE4,ERS5090111,SAMEA7331588,ERR4615857,
ALDP-9C5305,ERS5132071,SAMEA7373625,ERR4651988,"ERZ1928817	"
QEUH-9653DA,ERS5075393,SAMEA7316853,ERR4598560,"ERZ1842692	"
QEUH-9987D2,ERS5090196,SAMEA7331674,ERR4615942,
MILK-974E8C,ERS5123649,SAMEA7365191,ERR4644251,"ERZ1878696	"
CAMC-94625A,ERS5117158,SAMEA7358690,ERR4638448,"ERZ1924190	"
CAMC-94BE60,ERS5117147,SAMEA7358679,ERR4638437,"ERZ1924299	"
ALDP-91629F,ERS5120961,SAMEA7362500,ERR4644705,
MILK-825C54,ERS5116270,SAMEA7357800,ERR4637560,"ERZ1924698	"
MILK-9A954D,ERS5125214,SAMEA7366759,ERR4646123,"ERZ1853972	"
QEUH-962D84,ERS5074552,SAMEA7316011,ERR4597719,"ERZ1842919	"
QEUH-95F072,ERS5074178,SAMEA7315636,ERR4597345,"ERZ1844913	"
MILK-9AA157,ERS5124965,SAMEA7366509,ERR4645875,"ERZ1854109	"
QEUH-96A33F,ERS5076877,SAMEA7318338,ERR4600043,"ERZ1848399	"
MILK-5147B4,ERS5113882,SAMEA7355409,ERR4632894,
CAMC-94B70B,ERS5118003,SAMEA7359536,ERR4639293,"ERZ1923756	"
QEUH-95F151,ERS5073915,SAMEA7315373,ERR4597082,"ERZ1844304	"
MILK-975BDF,ERS5123734,SAMEA7365276,ERR4644336,"ERZ1879097	"
MILK-9C3167,ERS5132492,SAMEA7374048,ERR4652408,"ERZ1927678	"
MILK-975085,ERS5123751,SAMEA7365293,ERR4644353,"ERZ1878747	"
QEUH-96598D,ERS5075433,SAMEA7316893,ERR4598600,"ERZ1842716	"
MILK-975322,ERS5123580,SAMEA7365122,ERR4644182,"ERZ1878849	"
ALDP-9C5314,ERS5132073,SAMEA7373627,ERR4651990,"ERZ1928818	"
MILK-833312,ERS5116229,SAMEA7357759,ERR4637519,"ERZ1924728	"
QEUH-96BAA2,ERS5074993,SAMEA7316452,ERR4598160,"ERZ1842854	"
MILK-995641,ERS5123845,SAMEA7365387,ERR4644447,"ERZ1855685	"
MILK-84CCC0,ERS5116232,SAMEA7357762,ERR4637522,"ERZ1924781	"
ALDP-981F10,ERS5121698,SAMEA7363238,ERR4642987,"ERZ1880105	"
MILK-99DB3B,ERS5125497,SAMEA7367043,ERR4646407,"ERZ1853581	"
MILK-970CE0,ERS5122023,SAMEA7363563,ERR4643312,"ERZ1881980	"
QEUH-9985E7,ERS5090123,SAMEA7331600,ERR4615869,
MILK-870D93,ERS5116359,SAMEA7357889,ERR4637649,"ERZ1925086	"
MILK-958246,ERS5119092,SAMEA7360626,ERR4640382,"ERZ1922210	"
MILK-9759F3,ERS5123588,SAMEA7365130,ERR4644190,"ERZ1880621	"
MILK-970DDE,ERS5121769,SAMEA7363309,ERR4643058,"ERZ1881340	"
QEUH-943AFB,ERS5062886,SAMEA7304330,ERR4584971,"ERZ1844675	"
CAMC-99085F,ERS5124684,SAMEA7366228,ERR4645593,"ERZ1855888	"
MILK-994651,ERS5124410,SAMEA7365953,ERR4645319,"ERZ1877801	"
QEUH-96256E,ERS5074736,SAMEA7316195,ERR4597903,
MILK-991DE6,ERS5124297,SAMEA7365840,ERR4645206,"ERZ1877107	"
MILK-970952,ERS5121824,SAMEA7363364,ERR4643113,"ERZ1881274	"
QEUH-95F212,ERS5074168,SAMEA7315626,ERR4597335,"ERZ1844931	"
ALDP-9C5323,ERS5132075,SAMEA7373629,ERR4651992,"ERZ1928819	"
MILK-976558,ERS5143169,SAMEA7385017,ERR4668037,"ERZ1929942	"
MILK-6EE3EB,ERS5116339,SAMEA7357869,ERR4637629,"ERZ1924617	"
MILK-8054CB,ERS5116325,SAMEA7357855,ERR4637615,"ERZ1924643	"
MILK-9745E1,ERS5143089,SAMEA7384937,ERR4667957,"ERZ1929899	"
CAMC-9458B3,ERS5117080,SAMEA7358611,ERR4638370,"ERZ1924159	"
QEUH-7A8540,ERS5062336,SAMEA7303779,ERR4584421,"ERZ1846399	"
QEUH-96082B,ERS5063028,SAMEA7304472,ERR4585113,"ERZ1843594	"
QEUH-997E29,ERS5076478,SAMEA7317939,ERR4599645,"ERZ1849005	"
MILK-9A8B3D,ERS5126204,SAMEA7367751,ERR4647115,"ERZ1852495	"
MILK-995368,ERS5124459,SAMEA7366002,ERR4645368,"ERZ1879597	"
QEUH-9B8860,ERS5131136,SAMEA7372689,ERR4651053,"ERZ1850771	"
QEUH-96A144,ERS5076824,SAMEA7318285,ERR4599990,
MILK-975568,ERS5123709,SAMEA7365251,ERR4644311,"ERZ1878919	"
MILK-9A962C,ERS5125262,SAMEA7366807,ERR4646171,"ERZ1853976	"
MILK-99CED9,ERS5126063,SAMEA7367609,ERR4646974,"ERZ1851382	"
QEUH-997DE0,ERS5076476,SAMEA7317937,ERR4599643,"ERZ1848996	"
ALDP-9530AB,ERS5121510,SAMEA7363049,ERR4642799,"ERZ1882977	"
MILK-93E413,ERS5121519,SAMEA7363058,ERR4642808,"ERZ1881803	"
ALDP-5276A2,ERS5114006,SAMEA7355533,ERR4633018,"ERZ1926170	"
QEUH-969BDE,ERS5075606,SAMEA7317066,ERR4598773,
MILK-975E03,ERS5121652,SAMEA7363192,ERR4642941,"ERZ1880725	"
MILK-9953A4,ERS5124481,SAMEA7366024,ERR4645390,"ERZ1878271	"
MILK-9C339E,ERS5132676,SAMEA7374232,ERR4652592,"ERZ1927702	"
QEUH-96F428,ERS5075852,SAMEA7317312,ERR4599019,"ERZ1842057	"
MILK-999FCA,ERS5126009,SAMEA7367555,ERR4646919,"ERZ1852946	"
MILK-970DA1,ERS5121787,SAMEA7363327,ERR4643076,"ERZ1881339	"
ALDP-9C5253,ERS5132078,SAMEA7373632,ERR4651995,"ERZ1928812	"
MILK-9A9A7B,ERS5125124,SAMEA7366669,ERR4646033,"ERZ1854955	"
MILK-994E59,ERS5124497,SAMEA7366040,ERR4645406,"ERZ1878043	"
MILK-9717C0,ERS5121986,SAMEA7363526,ERR4643275,"ERZ1881468	"
MILK-9A50C8,ERS5126285,SAMEA7367832,ERR4647196,"ERZ1851989	"
MILK-9929C3,ERS5124085,SAMEA7365628,ERR4644994,"ERZ1877226	"
CAMC-94C351,ERS5117214,SAMEA7358746,ERR4638504,"ERZ1924324	"
MILK-9942B7,ERS5123772,SAMEA7365314,ERR4644374,"ERZ1855592	"
MILK-994A0A,ERS5124308,SAMEA7365851,ERR4645217,"ERZ1877928	"
QEUH-96563B,ERS5075289,SAMEA7316749,ERR4598456,"ERZ1842452	"
QEUH-96F419,ERS5075996,SAMEA7317457,ERR4599163,"ERZ1842056	"
QEUH-96AE89,ERS5075215,SAMEA7316675,ERR4598382,"ERZ1843067	"
QEUH-965914,ERS5075405,SAMEA7316865,ERR4598572,"ERZ1842473	"
QEUH-998F70,ERS5090231,SAMEA7331709,ERR4615977,"ERZ1850485	"
MILK-994044,ERS5123891,SAMEA7365434,ERR4644493,"ERZ1855521	"
MILK-99A8FB,ERS5125963,SAMEA7367509,ERR4646873,"ERZ1853115	"
QEUH-96BEE2,ERS5075171,SAMEA7316630,ERR4598338,"ERZ1843137	"
QEUH-96B477,ERS5075187,SAMEA7316646,ERR4598354,"ERZ1842823	"
MILK-99A9BC,ERS5126001,SAMEA7367547,ERR4646911,"ERZ1853123	"
CAMC-94228B,ERS5116838,SAMEA7358369,ERR4638128,"ERZ1924117	"
QEUH-9B4DED,ERS5209544,SAMEA7451352,ERR4686539,"ERZ1935656	"
QEUH-9B7CFC,ERS5209891,SAMEA7451700,ERR4686886,"ERZ1935812	"
QEUH-9989FA,ERS5090031,SAMEA7331508,ERR4615777,
MILK-99D38E,ERS5126034,SAMEA7367580,ERR4646945,"ERZ1851488	"
MILK-9949B2,ERS5124290,SAMEA7365833,ERR4645199,"ERZ1877924	"
MILK-9757DB,ERS5123511,SAMEA7365053,ERR4644113,"ERZ1880562	"
MILK-9A95A7,ERS5125235,SAMEA7366780,ERR4646144,
MILK-9A911C,ERS5125225,SAMEA7366770,ERR4646134,
MILK-9927C9,ERS5123993,SAMEA7365536,ERR4644902,"ERZ1856211	"
QEUH-9603FD,ERS5063008,SAMEA7304452,ERR4585093,"ERZ1843539	"
QEUH-9900DF,ERS5090201,SAMEA7331679,ERR4615947,
CAMC-94BEBB,ERS5117188,SAMEA7358720,ERR4638478,"ERZ1924301	"
QEUH-990084,ERS5090069,SAMEA7331546,ERR4615815,
MILK-970E62,ERS5121808,SAMEA7363348,ERR4643097,"ERZ1881346	"
QEUH-9986C6,ERS5090166,SAMEA7331643,ERR4615912,
MILK-9A69AE,ERS5126189,SAMEA7367736,ERR4647100,"ERZ1852196	"
MILK-9C3B96,ERS5132425,SAMEA7373981,ERR4652341,"ERZ1927790	"
MILK-976725,ERS5143230,SAMEA7385078,ERR4668098,"ERZ1930073	"
MILK-994D5C,ERS5124446,SAMEA7365989,ERR4645355,"ERZ1879456	"
QEUH-96C35B,ERS5075691,SAMEA7317151,ERR4598858,"ERZ1842594	"
MILK-973290,ERS5143125,SAMEA7384973,ERR4667993,"ERZ1929875	"
MILK-622EBD,ERS5115662,SAMEA7357192,ERR4636952,"ERZ1925582	"
MILK-99CA3F,ERS5125646,SAMEA7367192,ERR4646556,"ERZ1853434	"
QEUH-9B754C,ERS5209805,SAMEA7451613,ERR4686800,"ERZ1936052	"
MILK-994976,ERS5124281,SAMEA7365824,ERR4645190,"ERZ1879360	"
ALDP-689810,ERS5124661,SAMEA7366205,ERR4645570,"ERZ1855287	"
ALDP-689AFC,ERS5124663,SAMEA7366207,ERR4645572,"ERZ1855302	"
MILK-9AA254,ERS5125013,SAMEA7366558,ERR4645922,"ERZ1854135	"
QEUH-9B7263,ERS5209930,SAMEA7451739,ERR4686925,"ERZ1936040	"
MILK-97099E,ERS5121842,SAMEA7363382,ERR4643131,"ERZ1881279	"
MILK-97098F,ERS5121845,SAMEA7363385,ERR4643134,"ERZ1881277	"
MILK-9A9D72,ERS5125294,SAMEA7366839,ERR4646203,
QEUH-997D2C,ERS5076466,SAMEA7317927,ERR4599633,"ERZ1848978	"
ALDP-934802,ERS5122154,SAMEA7363694,ERR4643443,"ERZ1881073	"
CAMC-9B1B8C,ERS5132300,SAMEA7373855,ERR4652217,"ERZ1927415	"
MILK-9C23DB,ERS5132154,SAMEA7373709,ERR4652071,"ERZ1927519	"
QEUH-96B33E,ERS5075159,SAMEA7316618,ERR4598326,
MILK-97453C,ERS5143056,SAMEA7384903,ERR4667924,"ERZ1930001	"
MILK-9931AC,ERS5124140,SAMEA7365683,ERR4645049,"ERZ1877400	"
MILK-99E3F6,ERS5125623,SAMEA7367169,ERR4646533,"ERZ1853255	"
MILK-97139F,ERS5121770,SAMEA7363310,ERR4643059,"ERZ1881410	"
QEUH-997E38,ERS5076479,SAMEA7317940,ERR4599646,"ERZ1849006	"
MILK-970A40,ERS5121886,SAMEA7363426,ERR4643175,"ERZ1881948	"
MILK-9A8335,ERS5126364,SAMEA7367911,ERR4647275,"ERZ1852366	"
MILK-9708CE,ERS5121804,SAMEA7363344,ERR4643093,"ERZ1881918	"
MILK-9940DB,ERS5123907,SAMEA7365450,ERR4644509,"ERZ1855540	"
QEUH-9B5423,ERS5209738,SAMEA7451546,ERR4686733,"ERZ1935686	"
QEUH-998FBC,ERS5090234,SAMEA7331712,ERR4615980,"ERZ1850491	"
MILK-9766A0,ERS5143264,SAMEA7385112,ERR4668132,"ERZ1929952	"
ALDP-953CE3,ERS5120194,SAMEA7361732,ERR4641483,"ERZ1921901	"
QEUH-969D23,ERS5075635,SAMEA7317095,ERR4598802,"ERZ1842125	"
MILK-632421,ERS5118130,SAMEA7359663,ERR4639420,"ERZ1923541	"
CAMC-941D4F,ERS5116996,SAMEA7358527,ERR4638286,"ERZ1924108	"
CAMC-9478B1,ERS5116905,SAMEA7358436,ERR4638195,"ERZ1924555	"
MILK-9C41B1,ERS5132426,SAMEA7373982,ERR4652342,"ERZ1927959	"
QEUH-9B7D62,ERS5209910,SAMEA7451719,ERR4686905,"ERZ1936080	"
MILK-99D6A3,ERS5126113,SAMEA7367659,ERR4647024,"ERZ1851573	"
MILK-9748F7,ERS5143219,SAMEA7385067,ERR4668087,"ERZ1929919	"
QEUH-96F7F2,ERS5089711,SAMEA7331188,ERR4615456,
MILK-975119,ERS5123554,SAMEA7365096,ERR4644156,"ERZ1878764	"
MILK-978A66,ERS5125769,SAMEA7367315,ERR4646679,"ERZ1852835	"
MILK-978608,ERS5125831,SAMEA7367377,ERR4646741,"ERZ1852773	"
QEUH-963B7A,ERS5074844,SAMEA7316303,ERR4598011,"ERZ1842967	"
QEUH-793663,ERS5062215,SAMEA7303658,ERR4584300,"ERZ1846166	"
QEUH-997E0B,ERS5076474,SAMEA7317935,ERR4599641,"ERZ1849001	"
MILK-9A6944,ERS5126494,SAMEA7368041,ERR4647405,"ERZ1851735	"
MILK-99491C,ERS5124262,SAMEA7365805,ERR4645171,"ERZ1879349	"
QEUH-96A77F,ERS5074926,SAMEA7316385,ERR4598093,"ERZ1843037	"
MILK-99A56D,ERS5125913,SAMEA7367459,ERR4646823,"ERZ1853056	"
MILK-9940EA,ERS5123909,SAMEA7365452,ERR4644511,"ERZ1855542	"
MILK-971292,ERS5122035,SAMEA7363575,ERR4643324,"ERZ1882072	"
QEUH-9987F0,ERS5090199,SAMEA7331677,ERR4615945,
MILK-993625,ERS5124082,SAMEA7365625,ERR4644991,"ERZ1877503	"
MILK-9767AD,ERS5143228,SAMEA7385076,ERR4668096,"ERZ1930075	"
MILK-9AA5A6,ERS5124914,SAMEA7366458,ERR4645824,"ERZ1854212	"
MILK-975164,ERS5123534,SAMEA7365076,ERR4644136,"ERZ1880435	"
MILK-971739,ERS5121958,SAMEA7363498,ERR4643247,"ERZ1882117	"
MILK-9C36FF,ERS5132597,SAMEA7374153,ERR4652513,"ERZ1927741	"
MILK-9C4087,ERS5132670,SAMEA7374226,ERR4652586,"ERZ1927954	"
CAMC-9914F0,ERS5124025,SAMEA7365568,ERR4644934,"ERZ1877033	"
MILK-999F15,ERS5125982,SAMEA7367528,ERR4646892,"ERZ1852931	"
QEUH-96E0AD,ERS5076372,SAMEA7317833,ERR4599539,"ERZ1842339	"
QEUH-89ACB4,ERS5062626,SAMEA7304070,ERR4584711,"ERZ1845669	"
ALDP-94D0FF,ERS5117772,SAMEA7359304,ERR4639062,"ERZ1923463	"
MILK-991E4D,ERS5124209,SAMEA7365752,ERR4645118,"ERZ1856144	"
MILK-82F328,ERS5116296,SAMEA7357826,ERR4637586,"ERZ1924715	"
MILK-99E095,ERS5125444,SAMEA7366990,ERR4646354,"ERZ1853224	"
MILK-992A39,ERS5124106,SAMEA7365649,ERR4645015,"ERZ1856266	"
QEUH-98F255,ERS5089789,SAMEA7331266,ERR4615534,
QEUH-98F246,ERS5089854,SAMEA7331331,ERR4615599,
MILK-99A7EF,ERS5126008,SAMEA7367554,ERR4646918,"ERZ1853100	"
MILK-999BC6,ERS5125909,SAMEA7367455,ERR4646819,"ERZ1851881	"
MILK-970970,ERS5121838,SAMEA7363378,ERR4643127,"ERZ1881933	"
MILK-970AB9,ERS5121896,SAMEA7363436,ERR4643185,"ERZ1881950	"
MILK-9711FF,ERS5121987,SAMEA7363527,ERR4643276,"ERZ1882058	"
MILK-970CC2,ERS5122019,SAMEA7363559,ERR4643308,"ERZ1881325	"
QEUH-96F1B8,ERS5075856,SAMEA7317316,ERR4599023,"ERZ1842033	"
MILK-971669,ERS5121906,SAMEA7363446,ERR4643195,"ERZ1882110	"
MILK-971766,ERS5121963,SAMEA7363503,ERR4643252,"ERZ1881459	"
MILK-970CFF,ERS5122027,SAMEA7363567,ERR4643316,"ERZ1881326	"
MILK-9764A6,ERS5143154,SAMEA7385002,ERR4668022,"ERZ1929940	"
MILK-9761BE,ERS5121727,SAMEA7363267,ERR4643016,"ERZ1880796	"
QEUH-9CA449,ERS5132988,SAMEA7374545,ERR4652904,"ERZ1928383	"
QEUH-9C98A8,ERS5132995,SAMEA7374552,ERR4652911,"ERZ1928614	"
MILK-97627F,ERS5143082,SAMEA7384930,ERR4667950,"ERZ1930042	"
MILK-82B571,ERS5116331,SAMEA7357861,ERR4637621,"ERZ1924710	"
QEUH-96C24F,ERS5075687,SAMEA7317147,ERR4598854,"ERZ1842584	"
MILK-9717A2,ERS5121983,SAMEA7363523,ERR4643272,"ERZ1881466	"
MILK-9710D4,ERS5121930,SAMEA7363470,ERR4643219,"ERZ1881375	"
MILK-977FA4,ERS5125775,SAMEA7367321,ERR4646685,"ERZ1852741	"
MILK-994C9B,ERS5124402,SAMEA7365945,ERR4645311,"ERZ1879440	"
QEUH-9605D9,ERS5063116,SAMEA7304560,ERR4585201,"ERZ1843562	"
MILK-994439,ERS5123828,SAMEA7365370,ERR4644430,"ERZ1855638	"
QEUH-98FAF3,ERS5090109,SAMEA7331586,ERR4615855,
ALDP-9BDC9C,ERS5131598,SAMEA7373152,ERR4651515,"ERZ1929005	"
MILK-9C364A,ERS5132410,SAMEA7373966,ERR4652326,"ERZ1927732	"
MILK-9703CD,ERS5121844,SAMEA7363384,ERR4643133,"ERZ1881210	"
MILK-971344,ERS5121762,SAMEA7363302,ERR4643051,"ERZ1882086	"
MILK-974AA6,ERS5123461,SAMEA7365003,ERR4644063,"ERZ1880338	"
MILK-97587E,ERS5123608,SAMEA7365150,ERR4644210,"ERZ1880581	"
CAMC-991162,ERS5124730,SAMEA7366274,ERR4645639,"ERZ1856054	"
QEUH-960AF8,ERS5063051,SAMEA7304495,ERR4585136,"ERZ1843628	"
MILK-974648,ERS5143093,SAMEA7384941,ERR4667961,"ERZ1930008	"
QEUH-96105F,ERS5063088,SAMEA7304532,ERR4585173,"ERZ1843729	"
MILK-99A9F8,ERS5126004,SAMEA7367550,ERR4646914,"ERZ1853128	"
MILK-9A84D8,ERS5126465,SAMEA7368012,ERR4647376,"ERZ1852406	"
